City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
605,vetluzhskiy,RU,33.13,overcast clouds,58.3902,45.4654,
606,iguape,BR,75.87,few clouds,-24.7081,-47.5553,
608,karimpur,IN,63.93,few clouds,23.9667,88.6167,
609,emerald,AU,64.35,overcast clouds,-23.5333,148.1667,
610,griffith,US,34.29,overcast clouds,41.5284,-87.4237,
612,inyonga,TZ,64.69,light rain,-6.7167,32.0667,
613,neyshabur,IR,37.08,overcast clouds,36.2133,58.7958,
615,atlantic beach,US,53.85,mist,30.3344,-81.3987,
616,kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,
619,ewa beach,US,70.43,clear sky,21.3156,-158.0072,
620,bogale,MM,73.71,broken clouds,16.2833,95.4,
621,puruaran,MX,77.27,clear sky,19.1,-101.5333,
623,salinas,US,52.5,clear sky,36.6777,-121.6555,
625,jackson,US,41.79,fog,42.4165,-122.8345,
626,kamiiso,JP,39.51,overcast clouds,41.8167,140.65,
629,vikindu,TZ,82.04,few clouds,-7.0067,39.2985,
630,nemuro,JP,36.91,light rain,43.3236,145.575,
631,hermosillo,MX,64.24,clear sky,29.0667,-110.9667,
634,martapura,ID,77.09,moderate rain,-3.4167,114.85,
635,okara,PK,55.8,scattered clouds,30.8081,73.4458,
636,san blas,MX,73.29,clear sky,21.5167,-105.2667,
639,kolaras,IN,60.26,clear sky,25.2333,77.6,
641,pokhara,NP,55.6,clear sky,28.2333,83.9833,
646,batouri,CM,80.13,few clouds,4.4333,14.3667,
647,taguatinga,BR,79.32,overcast clouds,-12.3857,-46.5711,
648,chaman,PK,41.77,clear sky,30.9236,66.4512,
649,denpasar,ID,76.71,mist,-8.65,115.2167,
650,jadu,LY,52.61,clear sky,31.953,12.0261,
651,alenquer,BR,82.13,moderate rain,-1.9417,-54.7383,
652,areosa,PT,60.89,overcast clouds,41.7178,-8.8571,
654,suluq,LY,61.95,broken clouds,31.6682,20.2521,
655,dhadar,IN,56.5,clear sky,28.3305,75.0632,
656,weligama,LK,75.92,broken clouds,5.9667,80.4167,
657,lebanon,US,48.9,overcast clouds,36.2081,-86.2911,
659,novyy starodub,UA,38.37,overcast clouds,48.5158,33.1733,
661,carutapera,BR,81.25,overcast clouds,-1.195,-46.02,
662,evansville,US,45.18,mist,37.9748,-87.5558,
663,tembisa,ZA,75.29,clear sky,-25.9964,28.2268,
664,livingstone,ZM,78.19,overcast clouds,-17.8419,25.8543,
668,soe,ID,66.51,overcast clouds,-9.8607,124.284,
669,fukue,JP,40.59,overcast clouds,32.6881,128.8419,
671,kohlu,PK,45.54,clear sky,29.8962,69.252,
673,tessalit,ML,72.28,overcast clouds,20.1986,1.0114,
675,ballina,AU,65.32,broken clouds,-28.8667,153.5667,
676,arona,ES,69.12,clear sky,28.0996,-16.681,Hotel Rural La Correa
